code;name;sitecode;lat;lon;start;stop;lm;m_6;m_5;m_4;m_3;m_2;m_1;m0;m1;m2;m3;m4;m5;m6;m7
AGUSA;Salvador Aguirre;5370;29.3194;-110.8228;2009-07-27 08:20:00;2009-07-27 09:20:00;6.000;0;0;0;0;0;0;0;1;1;3;0;0;0;0
AGUSA;Salvador Aguirre;5370;29.3194;-110.8228;2009-07-27 09:20:00;2009-07-27 10:20:00;6.000;0;0;0;0;0;0;0;1;2;1;0;0;0;0
AGUSA;Salvador Aguirre;5370;29.3194;-110.8228;2009-07-27 10:20:00;2009-07-27 11:20:00;6.000;0;0;0;0;0;0;0;1;0;1;0;0;0;0
AGUSA;Salvador Aguirre;5370;29.3194;-110.8228;2009-07-28 07:51:00;2009-07-28 08:52:00;5.000;0;0;0;0;0;0;0;2;3;1;0;0;0;0
AGUSA;Salvador Aguirre;5370;29.3194;-110.8228;2009-08-11 09:21:00;2009-08-11 10:21:00;5.500;0;0;0;0;0;0;0;0;0;1;0;0;0;0
AGUSA;Salvador Aguirre;41153;29.2175;-110.7606;2009-08-16 08:23:00;2009-08-16 09:24:00;6.200;0;0;0;0;0;0;0;0;1;0;0;0;0;0
BADPI;PIERRE BADER;99620;49.0667;13.0667;2009-07-25 22:25:00;2009-07-26 01:05:00;6.300;0;0;0;0;0;0;0;0;0.5;0.5;1;0;0;0
BADPI;PIERRE BADER;76092;49.0667;13.0667;2009-07-26 21:55:00;2009-07-26 23:15:00;6.350;0;0;0;0;0;0;0;0;3;0.5;0.5;1;2;0
BADPI;PIERRE BADER;27182;49.0667;13.0667;2009-07-27 22:20:00;2009-07-28 00:27:00;6.250;0;0;0;0;0;0;0;0;0.5;2.5;1;0;0;0
BADPI;PIERRE BADER;97679;49.8333;9.9500;2009-07-28 22:25:00;2009-07-29 00:35:00;6.250;0;0;0;0;0;0;0;0;1;1;3;0;0;0
BADPI;PIERRE BADER;82722;49.8333;9.9500;2009-07-29 22:40:00;2009-07-30 00:32:00;6.250;0;0;0;0;0;1;0;1.5;1;0.5;0;2;0;0
BADPI;PIERRE BADER;18095;49.8333;9.9500;2009-07-31 00:05:00;2009-07-31 01:26:00;5.950;0;0;0;0;0;0;1;0;0;1;0;1;0;0
BADPI;PIERRE BADER;21047;49.8333;9.9500;2009-07-31 23:02:00;2009-08-01 01:40:00;6.220;0;0;0;0;0;1;0;0;1.5;1.5;0;1;0;0
BADPI;PIERRE BADER;12939;49.8333;9.9500;2009-08-01 23:12:00;2009-08-02 01:45:00;6.292;0;0;0;0;0;0;0;0;0;3;1;3;1;0
BADPI;PIERRE BADER;7392;49.8333;9.9500;2009-08-13 23:15:00;2009-08-14 01:10:00;5.622;0;0;0;0;0;0;0;0;1;0;0;0;0;0
BADPI;PIERRE BADER;97492;49.8333;9.9500;2009-08-14 20:40:00;2009-08-14 22:20:00;6.280;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0
BADPI;PIERRE BADER;78160;49.8333;9.9500;2009-08-15 20:05:00;2009-08-15 23:16:00;6.307;0;0;0;0;0;0;0;0;1.5;0.5;0;0;0;0
BADPI;PIERRE BADER;7586;49.8333;9.9500;2009-08-18 22:15:00;2009-08-19 00:25:00;6.251;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0
BADPI;PIERRE BADER;92463;49.8333;9.9500;2009-08-19 22:50:00;2009-08-20 01:00:00;6.250;0;0;0;0;0;0;0;0;1.5;0.5;1;0;0;0
BEHMA;MANCA BEHRIC;1131;46.4975;15.2558;2009-07-26 22:11:00;2009-07-27 01:48:00;6.098;0;0;0;0;0;0;0;0;0;3;1;0;0;0
BEHMA;MANCA BEHRIC;31452;46.4975;15.2558;2009-07-27 21:49:00;2009-07-28 02:03:00;6.028;0;0;0;0;0;1;0;0;2;4;1;0;0;0
BEHMA;MANCA BEHRIC;58102;46.4975;15.2558;2009-07-28 22:26:00;2009-07-29 02:00:00;6.114;0;0;0;0;0;0;1;0;8;11;2;4;0;0
BEHMA;MANCA BEHRIC;1401;46.4975;15.2558;2009-07-29 21:35:00;2009-07-30 01:57:00;6.237;0;0;0;0;0;0;2;2;4;5;1;0;0;0
CACVA;VASKO CACANOSKI;94612;41.8900;21.2267;2009-08-12 20:52:00;2009-08-12 23:25:00;5.040;0;0;0;0;0;0;0;0.5;1.5;0;0;0;0;0
CHESE;Simiao CHENG;84732;40.5494;116.8267;2009-08-12 15:35:00;2009-08-12 15:41:00;5.050;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0
CHESE;Simiao CHENG;84732;40.5494;116.8267;2009-08-12 16:00:00;2009-08-12 16:11:00;5.160;0;0;0;0;0;1;0;0;1;0;0;0;0;0
CHESE;Simiao CHENG;84732;40.5494;116.8267;2009-08-12 18:43:00;2009-08-12 18:48:00;4.940;0;0;0;0;0;0;0;1;1;0;0;0;0;0
CHESE;Simiao CHENG;84732;40.5494;116.8267;2009-08-12 19:44:00;2009-08-12 19:50:00;4.900;0;0;0;0;0;0;0;0;1;0;0;0;0;0
CHWMA;Marcin Chwala;60509;50.9714;16.3472;2009-07-28 21:15:00;2009-07-28 22:36:00;6.240;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CHWMA;Marcin Chwala;86043;50.9714;16.3472;2009-07-29 20:58:00;2009-07-29 23:08:00;6.080;0;0;0;0;0;0;0;0;0;2;1;0;0;0
CHWMA;Marcin Chwala;17891;50.9714;16.3472;2009-08-08 21:12:00;2009-08-08 22:17:00;5.750;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CHWMA;Marcin Chwala;14142;50.9944;22.1411;2009-08-12 19:24:00;2009-08-13 00:06:00;6.268;0;0;0;0;0;0;0;1;0;3;1;0;0;0
CHWMA;Marcin Chwala;14142;50.9944;22.1411;2009-08-13 19:16:00;2009-08-14 01:06:00;6.200;0;0;0;0;0;0;0;0;0.5;1.5;0;0;0;0
CHWMA;Marcin Chwala;14142;50.9944;22.1411;2009-08-14 20:13:00;2009-08-15 02:04:00;6.333;0;0;0;0;0;0;0;0;2;4;0;1;0;0
CHWMA;Marcin Chwala;14142;50.9944;22.1411;2009-08-15 19:32:00;2009-08-15 23:50:00;6.614;0;0;0;0;0;0;0;1;3;1.5;1.5;0;0;0
CHWMA;Marcin Chwala;4477;50.9714;16.3472;2009-08-18 20:09:00;2009-08-18 23:46:00;6.000;0;0;0;0;0;0;0;0;0;1;2;0;0;0
