code;name;sitecode;lat;lon;start;stop;teff;lm;f;leo
AMOAX;Alexandre Amorim;32753;-27.6603;-48.5436;2011-11-17 05:12:00;2011-11-17 05:29:00;0.2800;5.290;1.250;0
AMOAX;Alexandre Amorim;32753;-27.6603;-48.5436;2011-11-17 05:30:00;2011-11-17 05:44:00;0.2300;5.290;1.250;1
AMOAX;Alexandre Amorim;32753;-27.6603;-48.5436;2011-11-17 05:45:00;2011-11-17 06:59:00;1.2300;5.340;1.250;0
AMOAX;Alexandre Amorim;32753;-27.6603;-48.5436;2011-11-17 07:00:00;2011-11-17 07:18:00;0.3000;5.340;1.250;0
BIRZF;Zsofi Biro;17068;47.9000;19.9167;2011-11-18 00:30:00;2011-11-18 01:30:00;1.0000;5.000;1.000;9
BIRZF;Zsofi Biro;17068;47.9000;19.9167;2011-11-18 01:30:00;2011-11-18 02:30:00;1.0000;5.000;1.000;7
BIRZF;Zsofi Biro;17068;47.9000;19.9167;2011-11-18 02:30:00;2011-11-18 03:30:00;1.0000;5.000;1.000;6
BIRZF;Zsofi Biro;17068;47.9000;19.9167;2011-11-18 03:30:00;2011-11-18 04:30:00;1.0000;4.000;1.000;5
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 16:00:00;2011-11-16 16:15:00;0.2500;4.950;1.000;1
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 16:15:00;2011-11-16 16:30:00;0.2500;4.950;1.000;2
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 16:30:00;2011-11-16 16:45:00;0.2500;4.950;1.490;1
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 16:45:00;2011-11-16 17:00:00;0.2500;4.950;1.000;0
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 19:00:00;2011-11-16 19:15:00;0.2500;4.950;1.350;0
BSUSX;Students BSU;27025;53.2500;108.7333;2011-11-16 19:15:00;2011-11-16 19:30:00;0.2500;4.950;1.050;1
BSUSY;Students BSU;86550;53.2500;108.7333;2011-11-18 18:45:00;2011-11-18 19:00:00;0.2500;4.530;1.000;1
BSUSY;Students BSU;86550;53.2500;108.7333;2011-11-18 19:15:00;2011-11-18 19:30:00;0.2500;5.240;1.000;2
BSUSY;Students BSU;86550;53.2500;108.7333;2011-11-18 19:30:00;2011-11-18 19:45:00;0.2500;5.500;1.000;1
BSUSY;Students BSU;86550;53.2500;108.7333;2011-11-18 19:45:00;2011-11-18 20:00:00;0.2500;4.580;1.000;0
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 16:00:00;2011-11-16 16:15:00;0.2500;4.200;1.000;0
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 16:15:00;2011-11-16 16:30:00;0.2500;4.200;1.000;1
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 16:30:00;2011-11-16 16:45:00;0.2500;4.200;1.000;0
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 16:45:00;2011-11-16 17:00:00;0.2500;4.200;1.000;1
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 19:00:00;2011-11-16 19:15:00;0.2500;4.000;1.000;1
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 19:15:00;2011-11-16 19:30:00;0.2500;3.750;1.220;1
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 19:30:00;2011-11-16 19:45:00;0.2500;3.700;1.300;1
BSUSZ;Students BSU;30528;53.2500;108.7333;2011-11-16 19:45:00;2011-11-16 20:00:00;0.2500;3.600;1.350;0
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 18:00:00;2011-11-19 18:22:00;0.3660;4.620;1.053;1
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 18:22:00;2011-11-19 18:30:00;0.1330;4.620;1.053;1
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 19:53:00;2011-11-19 20:08:00;0.2500;4.620;1.053;4
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 20:08:00;2011-11-19 20:23:00;0.2500;4.620;1.053;1
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 20:23:00;2011-11-19 20:30:00;0.1160;4.620;1.053;1
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 21:07:00;2011-11-19 21:22:00;0.2500;4.620;1.053;1
CHEYU;Yuguang  Chen ;55852;40.6925;117.1442;2011-11-19 21:22:00;2011-11-19 21:30:00;0.1330;3.000;1.053;0
CHOAP;APURVA CHORDIA;60838;18.4164;73.4708;2011-11-16 23:10:00;2011-11-16 23:20:00;0.1670;4.700;1.000;1
