code;name;sitecode;lat;lon;start;stop;teff;lm;f;qua
CSOTE;Tibor Csorgei;37280;48.0850;17.5467;2014-01-03 19:13:00;2014-01-03 19:43:00;0.5000;6.150;1.000;6
CSOTE;Tibor Csorgei;37280;48.0850;17.5467;2014-01-03 19:49:00;2014-01-03 20:19:00;0.5000;6.100;1.000;4
CSOTE;Tibor Csorgei;37280;48.0850;17.5467;2014-01-03 20:37:00;2014-01-03 21:07:00;0.5000;6.000;1.000;6
DAVMD;Mark Davis;28703;33.0322;-80.3869;2014-01-04 05:10:00;2014-01-04 06:10:00;1.0000;5.780;1.000;2
DAVMD;Mark Davis;28703;33.0322;-80.3869;2014-01-04 06:10:00;2014-01-04 07:10:00;1.0000;5.780;1.000;2
FAJTZ;TOMASZ FAJFER;22539;53.0544;18.5400;2014-01-03 18:55:00;2014-01-03 19:11:00;0.2500;5.640;1.000;2
FAJTZ;TOMASZ FAJFER;22539;53.0544;18.5400;2014-01-03 19:11:00;2014-01-03 19:27:00;0.2500;5.770;1.000;5
GENJI;jin geng;79542;39.7819;115.5247;2014-01-03 18:18:00;2014-01-03 18:42:00;0.4000;5.160;1.110;7
GENJI;jin geng;79542;39.7819;115.5247;2014-01-03 20:20:00;2014-01-03 20:32:00;0.2000;5.160;1.110;8
GENJI;jin geng;79542;39.7819;115.5247;2014-01-03 20:33:00;2014-01-03 20:41:00;0.1300;5.160;1.110;12
HERCM;Carl Hergenrother;32447;32.2819;-110.7683;2014-01-03 10:34:00;2014-01-03 10:54:00;0.3250;6.030;1.000;6
HERCM;Carl Hergenrother;32447;32.2819;-110.7683;2014-01-03 10:54:00;2014-01-03 11:14:00;0.3240;6.030;1.000;9
HERCM;Carl Hergenrother;32447;32.2819;-110.7683;2014-01-03 11:14:00;2014-01-03 11:34:00;0.3250;6.030;1.000;7
HUACU;Chengyun  Huang;15972;31.4469;121.8853;2014-01-03 17:45:00;2014-01-03 18:00:00;0.2500;3.500;1.250;2
HUACU;Chengyun  Huang;15972;31.4469;121.8853;2014-01-03 18:00:00;2014-01-03 18:30:00;0.5000;3.600;1.100;0
HUACU;Chengyun  Huang;15972;31.4469;121.8853;2014-01-03 18:30:00;2014-01-03 18:50:00;0.3330;3.600;1.250;5
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 18:18:00;2014-01-03 18:47:00;0.4900;4.410;1.000;3
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 18:48:00;2014-01-03 19:14:00;0.4400;4.410;1.000;9
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 19:15:00;2014-01-03 19:32:00;0.2900;3.870;1.110;3
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 19:33:00;2014-01-03 19:44:00;0.1900;3.560;1.210;1
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 19:45:00;2014-01-03 20:00:00;0.2500;3.180;1.430;3
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 20:09:00;2014-01-03 20:36:00;0.4500;3.580;1.320;4
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 20:37:00;2014-01-03 20:47:00;0.1700;3.760;1.200;0
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 20:50:00;2014-01-03 21:09:00;0.3200;3.680;1.200;1
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 21:10:00;2014-01-03 21:21:00;0.1900;2.560;2.000;1
HUASD;SHAN HUANG;95632;23.6950;113.8761;2014-01-03 21:32:00;2014-01-03 21:49:00;0.2900;3.240;1.600;2
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-03 21:55:00;2014-01-03 22:05:00;0.1670;6.000;1.050;0
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-03 22:55:00;2014-01-03 23:10:00;0.2500;6.000;1.050;3
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-03 23:10:00;2014-01-03 23:25:00;0.2500;6.000;1.050;1
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-04 00:55:00;2014-01-04 01:05:00;0.1670;6.000;1.050;4
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-04 01:05:00;2014-01-04 01:15:00;0.1670;6.000;1.050;5
KATOG;Omri Katz;73527;30.3081;35.1328;2014-01-04 01:15:00;2014-01-04 01:30:00;0.2500;6.000;1.050;7
KOZPC;Pete Kozich;6953;38.8333;-89.1667;2014-01-03 10:35:00;2014-01-03 11:01:00;0.4300;5.100;1.000;11
KOZPC;Pete Kozich;6953;38.8333;-89.1667;2014-01-03 11:12:00;2014-01-03 11:48:00;0.6000;5.100;1.000;18
KWIMC;Maciej Kwinta;34017;49.9833;19.8833;2014-01-03 18:56:00;2014-01-03 19:26:00;0.5000;5.600;1.000;1
KWIMC;Maciej Kwinta;34017;49.9833;19.8833;2014-01-03 19:26:00;2014-01-03 19:57:00;0.5000;5.600;1.000;4
KWIMC;Maciej Kwinta;34017;49.9833;19.8833;2014-01-03 19:59:00;2014-01-03 20:30:00;0.5000;5.600;1.000;5
KWIMC;Maciej Kwinta;34017;49.9833;19.8833;2014-01-03 20:30:00;2014-01-03 21:01:00;0.5000;5.600;1.000;4
KWIMC;Maciej Kwinta;34017;49.9833;19.8833;2014-01-03 21:03:00;2014-01-03 21:34:00;0.5000;5.500;1.000;3
LIREI;reizhe li;92277;43.4708;87.1775;2014-01-03 20:15:00;2014-01-03 20:30:00;0.2500;5.000;1.000;9
LIREZ;reizhe li;20128;43.4708;87.1778;2014-01-03 20:15:00;2014-01-03 20:30:00;0.2500;5.010;1.000;9
LIUXI;Xinge Liu;56786;43.4708;87.1778;2014-01-03 20:45:00;2014-01-03 20:51:00;0.1000;5.160;1.110;8
MAKAB;Aleksei Makarow;18545;39.2833;44.2833;2014-01-03 19:40:00;2014-01-03 20:30:00;0.8300;5.000;1.000;12
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 19:13:00;2014-01-03 19:24:00;0.1800;5.000;1.100;1
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 19:32:00;2014-01-03 20:03:00;0.5200;5.500;1.000;7
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 20:20:00;2014-01-03 20:40:00;0.3300;5.700;1.000;3
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 20:52:00;2014-01-03 21:02:00;0.1700;5.500;1.000;2
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 21:36:00;2014-01-03 22:10:00;0.5700;5.500;1.100;10
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 22:30:00;2014-01-03 23:10:00;0.6600;5.700;1.000;17
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-03 23:47:00;2014-01-04 00:11:00;0.4000;5.700;1.000;10
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-04 00:50:00;2014-01-04 01:10:00;0.3300;5.700;1.000;14
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-04 01:10:00;2014-01-04 01:30:00;0.3300;5.700;1.000;10
MAKRM;Roman Makhnenko;47833;45.0506;37.3242;2014-01-04 02:10:00;2014-01-04 02:32:00;0.2000;5.500;1.000;11
MAKRO;Roman Makhnenko;26214;45.0506;37.3242;2014-01-04 19:40:00;2014-01-04 20:20:00;0.6600;5.500;1.000;0
MAKRO;Roman Makhnenko;26214;45.0506;37.3242;2014-01-04 20:40:00;2014-01-04 21:10:00;0.5000;5.500;1.000;0
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 19:30:00;2014-01-03 19:36:00;0.1000;5.340;1.000;7
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 19:36:00;2014-01-03 19:42:00;0.1000;5.340;1.000;5
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 19:42:00;2014-01-03 19:48:00;0.1000;5.340;1.000;15
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 19:48:00;2014-01-03 19:54:00;0.1000;5.340;1.000;7
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 19:54:00;2014-01-03 20:00:00;0.1000;5.340;1.000;5
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:00:00;2014-01-03 20:06:00;0.1000;5.340;1.000;9
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:06:00;2014-01-03 20:12:00;0.1000;5.340;1.000;9
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:12:00;2014-01-03 20:18:00;0.1000;5.340;1.000;14
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:18:00;2014-01-03 20:24:00;0.1000;5.340;1.000;17
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:24:00;2014-01-03 20:30:00;0.1000;5.340;1.000;10
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:30:00;2014-01-03 20:36:00;0.1000;5.340;1.000;9
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:36:00;2014-01-03 20:42:00;0.1000;5.340;1.000;6
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:42:00;2014-01-03 20:48:00;0.1000;5.340;1.000;12
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:48:00;2014-01-03 20:54:00;0.1000;5.340;1.000;12
MAQIX;Qiang Ma;66858;39.5808;117.6442;2014-01-03 20:54:00;2014-01-03 21:00:00;0.1000;5.340;1.000;10
MAYIX;Yinxing Ma;30188;40.2767;116.8303;2014-01-04 17:36:00;2014-01-04 17:54:00;0.2880;4.620;1.000;2
MAYIX;Yinxing Ma;30188;40.2767;116.8303;2014-01-04 18:05:00;2014-01-04 18:17:00;0.2000;4.620;1.000;6
MAYIX;Yinxing Ma;30188;40.2767;116.8303;2014-01-04 18:17:00;2014-01-04 18:26:00;0.1500;4.620;1.000;5
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 21:20:00;2014-01-03 21:40:00;0.3300;6.400;1.100;4
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 21:40:00;2014-01-03 22:00:00;0.3300;6.400;1.100;3
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 22:00:00;2014-01-03 22:20:00;0.3300;6.300;1.100;7
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 22:20:00;2014-01-03 22:40:00;0.3300;6.200;1.100;3
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 22:40:00;2014-01-03 23:00:00;0.3300;6.300;1.100;3
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 23:20:00;2014-01-03 23:50:00;0.5000;6.300;1.100;13
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-03 23:50:00;2014-01-04 00:10:00;0.3300;6.300;1.100;12
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-04 00:10:00;2014-01-04 00:30:00;0.3300;6.300;1.100;3
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-04 00:30:00;2014-01-04 00:50:00;0.3300;6.300;1.100;7
MERFG;Frederic MERLIN;14520;49.8833;3.4333;2014-01-04 00:50:00;2014-01-04 01:10:00;0.3300;6.300;1.100;13
NOLMJ;Michael Nolle;16310;36.0550;14.2006;2014-01-03 23:25:00;2014-01-03 23:55:00;0.5000;5.730;1.000;4
NOLMJ;Michael Nolle;16310;36.0550;14.2006;2014-01-03 23:55:00;2014-01-04 00:26:00;0.5170;5.730;1.000;8
NOLMJ;Michael Nolle;16310;36.0550;14.2006;2014-01-04 00:36:00;2014-01-04 01:06:00;0.5000;5.850;1.000;9
NOLMJ;Michael Nolle;16310;36.0550;14.2006;2014-01-04 01:06:00;2014-01-04 01:40:00;0.5670;5.850;1.000;11
NOLMJ;Michael Nolle;16310;36.0550;14.2006;2014-01-04 01:53:00;2014-01-04 02:36:00;0.7170;5.930;1.050;14
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-03 22:54:00;2014-01-03 23:10:00;0.2330;5.500;1.000;3
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-03 23:10:00;2014-01-03 23:30:00;0.3330;5.500;1.000;3
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-03 23:40:00;2014-01-03 23:50:00;0.1670;5.500;1.000;2
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-03 23:50:00;2014-01-04 00:00:00;0.1670;5.500;1.000;2
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:00:00;2014-01-04 00:10:00;0.1670;5.500;1.000;2
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:10:00;2014-01-04 00:20:00;0.1670;5.500;1.000;3
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:20:00;2014-01-04 00:30:00;0.1670;5.500;1.000;1
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:30:00;2014-01-04 00:40:00;0.1670;5.500;1.000;4
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:40:00;2014-01-04 00:50:00;0.1670;5.500;1.000;2
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 00:50:00;2014-01-04 01:00:00;0.1670;5.500;1.000;2
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 01:00:00;2014-01-04 01:10:00;0.1670;5.500;1.000;5
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 01:10:00;2014-01-04 01:20:00;0.1670;5.500;1.000;4
RATEI;Ella Ratz;8090;30.3086;35.1331;2014-01-04 01:20:00;2014-01-04 01:30:00;0.1670;5.500;1.000;6
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:22:00;2014-01-03 19:27:00;0.0830;5.420;1.110;2
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:27:00;2014-01-03 19:32:00;0.0830;5.420;1.110;10
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:32:00;2014-01-03 19:37:00;0.0830;5.420;1.110;5
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:37:00;2014-01-03 19:42:00;0.0830;5.420;1.110;7
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:42:00;2014-01-03 19:47:00;0.0830;5.420;1.110;8
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:47:00;2014-01-03 19:52:00;0.0830;5.420;1.110;7
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 19:52:00;2014-01-03 19:55:00;0.0500;5.420;1.110;6
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 20:48:00;2014-01-03 20:53:00;0.0830;5.790;1.176;8
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 20:53:00;2014-01-03 20:58:00;0.0830;5.790;1.176;7
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 20:58:00;2014-01-03 21:03:00;0.0830;5.790;1.176;11
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 21:03:00;2014-01-03 21:08:00;0.0830;5.790;1.176;7
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 21:08:00;2014-01-03 21:13:00;0.0830;5.790;1.176;6
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 21:13:00;2014-01-03 21:18:00;0.0830;5.790;1.176;5
RENXI;xing ren;59933;39.7822;115.5247;2014-01-03 21:18:00;2014-01-03 21:24:00;0.1000;5.790;1.176;9
SCHKU;Kai Schultze;26866;52.6428;13.2833;2014-01-04 04:03:00;2014-01-04 04:33:00;0.5000;5.460;1.000;9
SCHKU;Kai Schultze;26866;52.6428;13.2833;2014-01-04 04:33:00;2014-01-04 05:03:00;0.5000;5.460;1.000;12
SCHKU;Kai Schultze;26866;52.6428;13.2833;2014-01-04 05:03:00;2014-01-04 05:36:00;0.5500;5.460;1.000;12
SIGCJ;Costantino Sigismondi;25914;42.2364;14.4022;2014-01-03 22:30:00;2014-01-03 22:45:00;0.2500;4.800;3.500;4
SIGCK;Costantino Sigismondi;55765;42.2364;14.4022;2014-01-04 05:45:00;2014-01-04 06:00:00;0.2500;1.000;3.500;0
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 16:58:00;2014-01-03 17:40:00;0.6670;5.460;1.000;4
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 18:20:00;2014-01-03 19:00:00;0.6670;5.820;1.000;3
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 19:33:00;2014-01-03 20:00:00;0.4160;5.910;1.000;3
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 20:05:00;2014-01-03 20:20:00;0.2500;5.910;1.000;4
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 20:20:00;2014-01-03 20:40:00;0.3330;5.910;1.000;8
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 20:40:00;2014-01-03 21:00:00;0.3330;6.110;1.000;6
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 21:05:00;2014-01-03 22:05:00;1.0000;6.110;1.000;11
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 22:15:00;2014-01-03 23:00:00;0.7500;5.950;1.050;8
SKOAG;Andrzej Skoczewski;39739;50.1708;19.8847;2014-01-03 23:00:00;2014-01-04 00:15:00;1.0000;4.800;1.250;12
SKOAH;Andrzej Skoczewski;96592;50.1708;19.8847;2014-01-02 23:28:00;2014-01-03 00:38:00;1.0000;5.100;1.150;4
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-03 23:45:00;2014-01-04 00:08:00;0.3830;6.100;1.000;8
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 00:15:00;2014-01-04 00:30:00;0.2000;6.100;1.000;4
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 00:30:00;2014-01-04 00:45:00;0.2500;6.100;1.000;5
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 00:45:00;2014-01-04 01:00:00;0.2500;6.100;1.000;6
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 01:00:00;2014-01-04 01:30:00;0.5000;6.100;1.000;10
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 01:30:00;2014-01-04 01:45:00;0.2500;6.100;1.000;7
SPEUF;Ulrich Sperberg;11356;52.8000;11.2000;2014-01-04 01:45:00;2014-01-04 02:00:00;0.2500;6.100;1.000;6
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 12:23:00;2014-01-03 12:38:00;0.2440;6.620;1.060;6
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 12:55:00;2014-01-03 13:08:00;0.2120;6.500;1.090;10
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 13:08:00;2014-01-03 13:23:00;0.2440;6.600;1.000;9
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 13:23:00;2014-01-03 13:34:00;0.1770;6.660;1.200;10
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 13:34:00;2014-01-03 13:39:00;0.0800;6.660;1.000;9
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 13:39:00;2014-01-03 13:48:00;0.1470;6.660;1.000;10
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 13:48:00;2014-01-03 14:00:00;0.1940;6.660;1.000;10
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 14:00:00;2014-01-03 14:10:00;0.1620;6.660;1.000;10
STOWN;Wesley Stone;40986;42.5767;-121.8681;2014-01-03 14:10:00;2014-01-03 14:19:00;0.1460;6.480;1.090;11
TCHIJ;Ilan Tchenak;47777;30.3078;35.1353;2014-01-03 22:30:00;2014-01-03 23:15:00;0.7500;6.100;1.000;12
TCHIJ;Ilan Tchenak;47777;30.3078;35.1353;2014-01-04 00:20:00;2014-01-04 01:00:00;0.6700;6.100;1.000;19
TCHIJ;Ilan Tchenak;47777;30.3078;35.1353;2014-01-04 01:00:00;2014-01-04 01:30:00;0.5000;6.100;1.000;16
TILRC;Rushikesh Tilak;83791;12.9047;77.6478;2014-01-05 22:30:00;2014-01-05 23:00:00;0.5000;3.900;1.000;3
TILRC;Rushikesh Tilak;83791;12.9047;77.6478;2014-01-05 23:10:00;2014-01-05 23:40:00;0.5000;3.900;1.000;1
TMP1083;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-01 20:00:00;2014-01-01 21:30:00;1.5000;6.170;1.000;5
TMP1083;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-01 21:30:00;2014-01-01 23:00:00;1.5000;6.150;1.000;4
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 16:40:00;2014-01-03 17:15:00;0.5830;5.500;1.000;5
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 17:40:00;2014-01-03 18:15:00;0.5830;5.500;1.000;7
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 18:30:00;2014-01-03 19:10:00;0.6660;6.000;1.000;5
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 19:30:00;2014-01-03 20:15:00;0.7500;6.000;1.000;5
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 20:30:00;2014-01-03 21:15:00;0.7500;6.000;1.000;8
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 21:25:00;2014-01-03 22:15:00;0.8330;5.800;1.000;8
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 22:15:00;2014-01-03 23:00:00;0.7500;5.600;1.000;11
TMP2281;Karoly  Jonas;17034;47.5833;17.6500;2014-01-03 23:00:00;2014-01-03 23:40:00;0.6660;5.200;1.000;7
TMP3311;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 21:20:00;2014-01-03 21:32:00;0.2000;6.100;1.000;3
TMP3311;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 21:32:00;2014-01-03 21:47:00;0.2500;6.100;1.000;6
TMP3875;Terrence Ross;37083;30.2767;-103.5961;2014-01-04 09:48:00;2014-01-04 10:40:00;0.8670;6.300;1.000;3
TMP3875;Terrence Ross;37083;30.2767;-103.5961;2014-01-04 10:40:00;2014-01-04 11:30:00;0.8330;6.300;1.000;5
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-03 17:00:00;2014-01-03 17:24:00;0.4000;6.000;1.330;5
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 01:45:00;2014-01-04 01:57:00;0.2000;5.900;1.100;6
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 01:57:00;2014-01-04 02:09:00;0.2000;5.800;1.100;5
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 02:15:00;2014-01-04 02:27:00;0.2000;5.700;1.100;5
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 02:27:00;2014-01-04 02:39:00;0.2000;5.700;1.100;5
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 02:39:00;2014-01-04 02:51:00;0.2000;5.800;1.100;2
TMP3971;Vilem Heblik;42564;49.9786;15.6942;2014-01-04 02:51:00;2014-01-04 03:03:00;0.2000;5.500;1.100;4
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 02:45:00;2014-01-03 03:15:00;0.5000;6.310;1.000;0
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 03:15:00;2014-01-03 03:45:00;0.5000;6.300;1.000;5
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 03:45:00;2014-01-03 04:15:00;0.5000;6.310;1.000;4
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 04:15:00;2014-01-03 04:45:00;0.5000;6.310;1.000;9
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 04:45:00;2014-01-03 05:15:00;0.5000;6.300;1.000;7
TMP4508;Jurgen Rendtel;11152;52.4594;12.9639;2014-01-03 05:15:00;2014-01-03 05:45:00;0.5000;6.290;1.000;10
TMP4729;Maciek Myszkiewicz;62928;52.1650;22.2714;2014-01-03 20:15:00;2014-01-03 20:53:00;0.5800;5.750;1.100;5
TMP4729;Maciek Myszkiewicz;62928;52.1650;22.2714;2014-01-03 20:53:00;2014-01-03 21:30:00;0.5900;5.800;1.100;5
TMP4729;Maciek Myszkiewicz;62928;52.1650;22.2714;2014-01-03 21:30:00;2014-01-03 21:44:00;0.2000;5.900;1.100;4
TMP4729;Maciek Myszkiewicz;62928;52.1650;22.2714;2014-01-03 21:44:00;2014-01-03 22:09:00;0.3600;5.900;1.100;5
