code;name;sitecode;lat;lon;start;stop;lm;m_6;m_5;m_4;m_3;m_2;m_1;m0;m1;m2;m3;m4;m5;m6;m7
AGUSA;Salvador Aguirre;41153;29.2175;-110.7606;2010-10-10 11:06:00;2010-10-10 12:07:00;6.300;0;0;0;0;0;0;0;0;0;2;1;0;0;0
AGUSA;Salvador Aguirre;76522;29.2175;-110.7606;2010-10-12 11:07:00;2010-10-12 12:08:00;6.300;0;0;0;0;0;0;1;0;2;1;0;0;0;0
BADPI;PIERRE BADER;38766;49.8333;9.9500;2010-10-04 22:24:00;2010-10-05 00:36:00;6.200;0;0;0;0;0;0;0;0;0;0;1;0;0;0
BADPI;PIERRE BADER;93128;49.8333;9.9500;2010-10-09 22:00:00;2010-10-10 01:20:00;6.400;0;0;0;0;0;0;1;0;1;0;2;1;0;0
BADPI;PIERRE BADER;87873;49.8333;9.9500;2010-10-10 23:50:00;2010-10-11 02:10:00;6.350;0;0;0;0;0;0;1;0;0;2;0.5;2.5;0;0
BADPI;PIERRE BADER;77462;49.8333;9.9500;2010-10-12 00:05:00;2010-10-12 02:25:00;6.400;0;0;0;0;0;0;0.5;2;0.5;0;1;0;0;0
BADPI;PIERRE BADER;42185;49.8333;9.9500;2010-10-12 23:57:00;2010-10-13 02:00:00;6.340;0;0;0;0;0;0;0;0;1.5;0.5;1.5;0.5;2;0
BADPI;PIERRE BADER;96259;49.8333;9.9500;2010-10-14 00:18:00;2010-10-14 02:25:00;6.250;0;0;0;0;0;0;0;0;3;1;0;3;1;0
BADPI;PIERRE BADER;81485;49.8333;9.9500;2010-10-22 01:35:00;2010-10-22 03:07:00;5.352;0;0;0;0;1;2;0;1.5;4.5;6;3;0;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-21 00:25:00;2010-10-21 01:25:00;5.100;0;0;0;0;0;0;0;1;0;0.5;2.5;1;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-21 01:25:00;2010-10-21 02:29:00;5.300;0;0;0;0;0;0;1;1.5;4;2;0.5;1;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-22 00:25:00;2010-10-22 01:25:00;5.100;0;0;0;0;0;0;0;0;0;1;2;0;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-22 01:25:00;2010-10-22 02:25:00;5.250;0;0;1;0;0;1;1;0;2.5;2;1;0.5;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-25 00:17:00;2010-10-25 01:17:00;5.250;0;0;0;0;0;1;2;1;2;1.5;0.5;1;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-25 01:17:00;2010-10-25 02:17:00;5.200;0;0;0;0;0;0;0;0;0;1;3;0;0;0
COOTI;TIM COOPER;41003;-26.0902;28.3161;2010-10-26 00:17:00;2010-10-26 02:17:00;5.400;0;0;0;0;0;0;0;0;0;2;0;1;0;0
DRUJO;JOHN DRUMMOND;31447;-38.6300;177.8833;2010-10-22 14:00:00;2010-10-22 15:03:00;5.490;0;0;0;0;0;0;0;0;3;0;1;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 05:35:00;2010-10-22 05:45:00;3.290;0;0;0;0;0;0;1;0;0;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 05:45:00;2010-10-22 05:55:00;3.290;0;0;0;0;0;0;0;0;1;1;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 05:55:00;2010-10-22 06:05:00;3.290;0;0;0;0;0;0;1;0;0;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 06:05:00;2010-10-22 06:15:00;3.290;0;0;0;0;0;0;0;1;1;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 06:25:00;2010-10-22 06:35:00;3.060;0;1;0;0;0;0;0;1;1;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 06:55:00;2010-10-22 07:05:00;3.060;0;0;0;1;0;1;0;0;0;1;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 07:05:00;2010-10-22 07:15:00;2.840;0;0;0;0;0;0;0;0;1;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 07:15:00;2010-10-22 07:25:00;2.230;0;1;1;0;0;0;0;2;0;0;0;0;0;0
GILAL;Alexandre Gil;32187;-22.7672;-48.5992;2010-10-22 07:25:00;2010-10-22 07:35:00;1.590;0;0;0;0;0;0;0;1;0;0;0;0;0;0
GOVMI;MITJA GOVEDIC;23106;46.5111;15.5633;2010-10-30 21:25:00;2010-10-30 22:12:00;6.740;0;0;0;0;0;0;0;1;0;0;0;0;0;0
HALWA;WAYNE T. HALLY;25186;40.6811;-74.8983;2010-10-17 06:49:00;2010-10-17 09:49:00;5.667;0;0;0;0;0;0;1;1;1.5;1.5;1.5;0.5;0;0
HALWA;WAYNE T. HALLY;25186;40.6811;-74.8983;2010-10-18 07:15:00;2010-10-18 10:06:00;5.700;0;0;0;0;0;0;1;1;2;2.5;2;0.5;0;0
HEBVI;VILEM HEBLIK;56732;50.0350;15.7258;2010-10-07 20:15:00;2010-10-08 02:50:00;5.780;0;0;0;0;0;0;0;1;0;2;4;1;0;0
HEBVI;VILEM HEBLIK;34805;49.9786;15.6942;2010-10-09 22:55:00;2010-10-10 03:55:00;6.210;0;0;0;0;0;0;0;1;1;3;8;3;0;0
HEBVI;VILEM HEBLIK;38760;49.9786;15.6942;2010-10-11 21:45:00;2010-10-12 03:45:00;6.300;0;0;0;0;0;0;1;1;1;3;4;2;0;0
HEBVI;VILEM HEBLIK;46572;50.0350;15.7258;2010-10-13 01:20:00;2010-10-13 02:25:00;5.400;0;0;0;0;0;0;0;1;0;0;0;0;0;0
HEBVI;VILEM HEBLIK;7637;50.0350;15.7258;2010-10-13 22:05:00;2010-10-14 00:05:00;5.700;0;0;0;0;0;1;0;0;0;2;0;0;0;0
HEBVI;VILEM HEBLIK;67879;50.0350;15.7258;2010-10-20 23:30:00;2010-10-21 00:15:00;5.200;0;0;0;0;0;0;0;1;0;1;1;0;0;0
HEBVI;VILEM HEBLIK;23835;50.0350;15.7258;2010-10-21 21:20:00;2010-10-22 00:20:00;5.200;0;0;0;1;0;0;1;0;2;2;5;0;0;0
HEBVI;VILEM HEBLIK;23835;50.0350;15.7258;2010-10-22 01:10:00;2010-10-22 03:10:00;5.275;0;0;0;0;0;0;1;1;2;5;5;0;0;0
HEBVI;VILEM HEBLIK;23835;50.0350;15.7258;2010-10-22 03:10:00;2010-10-22 04:26:00;5.260;0;0;1;0;0;0;1;1;2;4;5;0;0;0
HEBVI;VILEM HEBLIK;61341;50.0350;15.7258;2010-10-26 19:15:00;2010-10-26 21:15:00;5.375;0;0;0;0;0;0;0;0;0;1;1;0;0;0
HEBVI;VILEM HEBLIK;53791;50.0350;15.7258;2010-10-31 20:25:00;2010-10-31 21:55:00;5.450;0;0;0;0;0;0;0;0;0;0;1;1;0;0
JOHCA;CARL JOHANNINK;82109;52.2144;7.0150;2010-10-10 01:48:00;2010-10-10 04:05:00;5.956;0;0;0;0;0;0;0;1;0;0;0;0;0;0
JOHCA;CARL JOHANNINK;14817;52.2144;7.0150;2010-10-18 01:36:00;2010-10-18 03:20:00;5.642;0;0;0;0;0;0;1;2;1;1;1;0;0;0
KACJA;JAVOR KAC;7801;46.4461;15.5331;2010-10-09 23:33:00;2010-10-10 02:20:00;6.586;0;0;0;0;0;0;1;2;1;0;0;0;0;0
KACJA;JAVOR KAC;98108;45.8131;14.6956;2010-10-21 02:20:00;2010-10-21 02:48:00;6.120;0;0;0;0;0;0;1;2;0;1;1;0;0;0
KACJA;JAVOR KAC;98108;45.8131;14.6956;2010-10-21 02:48:00;2010-10-21 03:16:00;6.060;0;0;0;0;0;1;2;2;5;2;2;0;0;0
KACJA;JAVOR KAC;98108;45.8131;14.6956;2010-10-21 03:16:00;2010-10-21 03:44:00;6.010;0;0;1;0;0;0;3;2;3;1;3;1;0;0
KACJA;JAVOR KAC;98108;45.8131;14.6956;2010-10-21 03:44:00;2010-10-21 04:12:00;5.900;0;0;0;0;0;1;2;1;2;4;7;0;0;0
KOUJA;JAKUB KOUKAL;28353;49.3039;17.3961;2010-10-06 18:15:00;2010-10-07 03:40:00;6.378;0;0;0;0;0;0;0;0.5;2;1.5;2;2;1;0
KOUJA;JAKUB KOUKAL;80392;49.3039;17.3961;2010-10-06 18:25:00;2010-10-07 03:40:00;6.154;0;0;0;0;1;0.5;1;1;3.5;6;4.5;5;1.5;0
KOUJA;JAKUB KOUKAL;20086;49.3039;17.3961;2010-10-07 17:30:00;2010-10-08 03:50:00;6.381;0;0;0;0;0;0;0.5;0.5;0.5;1;1.5;2.5;0.5;0
KOUJA;JAKUB KOUKAL;10497;48.3739;17.2739;2010-10-08 19:50:00;2010-10-09 04:00:00;6.502;0;0;0;0;0;0.5;1;1.5;2.5;3.5;4;4;1;0
KOUJA;JAKUB KOUKAL;35779;48.3739;17.2739;2010-10-09 21:10:00;2010-10-10 03:25:00;6.742;0;0;0;0;0;0;1;1.5;2;3;3.5;3;2;0
KOUJA;JAKUB KOUKAL;92027;49.3039;17.3961;2010-10-10 19:10:00;2010-10-11 03:30:00;6.356;0;0;0;0;0;1.5;0.5;1;2;4.5;3;1;0.5;0
KOUJA;JAKUB KOUKAL;39696;49.3039;17.3961;2010-10-12 18:15:00;2010-10-13 03:50:00;6.336;0;0;0;0;0;0.5;1;1.5;4.5;3.5;4.5;3.5;2;0
